NumberRedirects,checkWHOIS_exists,isinAlexa,NumbLinkToDomain,indexbyGoogle,Domain,Have_@,URL_Length,Domain_Length,occurence_tirets,Redirection,Number_%,TinyURL,iFrame,MouseOver,label
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,0,0,0,1,le-site-web-de-configziggonl.yolasite.com,0.0,49.0,41.0,1.0,6.0,1.0,0.0,0,1,1.0
0,191,0,0,1,trafficwaves.org,0.0,28.0,16.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,cns-international2.com,0.0,38.0,22.0,2.0,5.0,1.0,0.0,1,0,1.0
0,240,0,0,1,shelterhousenwfl.org,0.0,32.0,20.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,i-chaney.com,0.0,24.0,12.0,2.0,6.0,1.0,0.0,1,0,0.0
1,213,0,0,1,sges.jigsy.com,0.0,22.0,14.0,1.0,5.0,1.0,0.0,1,1,1.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,158,0,0,1,support-appleld.com.secureupdate.duilawyeryork.com,0.0,100.0,50.0,2.0,6.0,1.0,0.0,1,0,1.0
0,9,0,0,0,au-pcncy.aeuecaaaomceoy.aoxxdp.top,0.0,48.0,34.0,2.0,5.0,1.0,0.0,1,0,1.0
0,9,0,0,1,eki-net.con-aesccosesaas.dzztwm.top,0.0,46.0,35.0,1.0,5.0,1.0,1.0,1,1,1.0
1,0,0,0,1,vcoy67.org.nz,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,1,0.0
0,91,0,0,1,7d54v.app.link,0.0,33.0,14.0,1.0,6.0,1.0,0.0,1,1,1.0
0,39,0,0,1,studiosawadadesign.com,0.0,34.0,22.0,1.0,6.0,1.0,0.0,1,1,0.0
0,81,0,0,1,syneoshealthlondon.co.uk.us3.cas.ms,0.0,42.0,35.0,1.0,5.0,1.0,0.0,1,1,1.0
0,78,0,0,1,codeaperture.io,0.0,27.0,15.0,1.0,6.0,1.0,0.0,0,1,0.0
0,284,0,0,1,yale.account.box.com,0.0,32.0,20.0,1.0,6.0,1.0,1.0,1,0,0.0
0,59,0,5,1,hublaalikes.com,0.0,29.0,15.0,1.0,6.0,1.0,0.0,0,1,1.0
0,0,0,0,1,environmentaldefensefung.com,0.0,40.0,28.0,1.0,6.0,1.0,0.0,1,0,0.0
1,57,0,3,1,cutt.ly,0.0,23.0,7.0,1.0,6.0,1.0,0.0,0,1,1.0
0,158,0,0,1,historia.palacionacional.info,0.0,41.0,29.0,1.0,6.0,1.0,0.0,1,0,0.0
0,9,0,0,0,au-paccy.aeueseaoaomceoy.pafzaw.top,0.0,49.0,35.0,2.0,5.0,1.0,0.0,1,0,1.0
1,204,0,5,1,kapua.fi,0.0,20.0,8.0,1.0,6.0,1.0,0.0,0,1,0.0
0,317,0,0,1,ferrara.comune.fe.it,0.0,32.0,20.0,1.0,6.0,1.0,0.0,1,0,0.0
0,158,0,0,1,support-appleld.com.secureupdate.duilawyeryork.com,0.0,100.0,50.0,2.0,5.0,1.0,0.0,1,0,1.0
0,11,0,0,0,au-poyccay.aseaeaameoy.pagxa.top,0.0,46.0,32.0,2.0,5.0,1.0,0.0,1,0,1.0
0,0,0,0,1,watershuttle.co.jp,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,gov.taxclaim08.com,0.0,26.0,18.0,1.0,5.0,1.0,0.0,1,0,1.0
0,0,0,0,0,au-pacy.aceuoraom.omtbmn.top,0.0,42.0,28.0,2.0,5.0,1.0,0.0,1,0,1.0
1,219,0,20,1,lijstenmakerijvanantwerpen.nl,0.0,40.0,29.0,1.0,5.0,1.0,0.0,0,1,1.0
0,0,0,0,1,sizilien-guide.de,0.0,29.0,17.0,2.0,6.0,1.0,0.0,1,0,0.0
1,0,0,0,1,au-poccy.aeueseaeaomceoy.lfpioo.top,0.0,49.0,35.0,2.0,5.0,1.0,0.0,1,1,1.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,0,0,0,1,ame-smart-ultra-digital.com,0.0,35.0,27.0,1.0,5.0,1.0,0.0,1,0,1.0
0,9,0,0,1,lacasitadesanangel.iap.org.mx,0.0,77.0,29.0,1.0,5.0,1.0,0.0,1,1,1.0
1,290,0,0,1,elkriverbiz.sharepoint.com,0.0,100.0,26.0,1.0,6.0,1.0,1.0,0,1,1.0
0,0,0,0,1,monitor.nos.noaa.gov,0.0,32.0,20.0,1.0,6.0,1.0,0.0,1,0,0.0
0,284,0,0,1,pathfoundation.org,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
0,232,0,0,1,newmarineshipping.com,0.0,33.0,21.0,1.0,6.0,1.0,0.0,0,1,0.0
0,86,0,0,1,tencommandos.net,0.0,28.0,16.0,1.0,6.0,1.0,0.0,1,1,0.0
1,172,0,1,1,doc.google.share.pressurecookerindia.com,0.0,100.0,40.0,1.0,5.0,1.0,0.0,1,1,1.0
0,216,0,0,1,arwinglanding.net,0.0,29.0,17.0,1.0,6.0,1.0,0.0,1,0,0.0
0,262,0,0,1,coinhouse.com,0.0,25.0,13.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,birdmotion.fr,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,77,0,0,1,leonardoscotti.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,ezoomeranggrow.com,1.0,70.0,18.0,1.0,6.0,1.0,0.0,1,0,1.0
0,158,0,0,1,secureupdate.appleld.com.duilawyeryork.com,0.0,100.0,42.0,1.0,6.0,1.0,0.0,1,0,1.0
1,36,0,0,1,beedle.co,0.0,21.0,9.0,1.0,6.0,1.0,0.0,0,1,0.0
0,258,0,0,1,ttarp.com,0.0,21.0,9.0,1.0,6.0,1.0,0.0,0,1,0.0
0,28,0,0,1,rhythm.harmony-central.com,0.0,38.0,26.0,2.0,6.0,1.0,0.0,1,0,0.0
1,26,0,0,1,truewebinc.com,0.0,26.0,14.0,1.0,6.0,1.0,0.0,0,1,0.0
0,252,0,0,1,werfbhiuwe.myddns.com,0.0,41.0,21.0,1.0,5.0,1.0,0.0,1,0,1.0
0,0,0,0,1,office365-login-outlook.el.r.appspot.com,0.0,53.0,40.0,1.0,5.0,1.0,1.0,1,1,1.0
1,0,0,0,0,au-paccy.aceeseacraocmeoy.egcbfr.top,0.0,50.0,36.0,2.0,5.0,1.0,0.0,1,1,1.0
0,5,0,0,1,enlargement.info,0.0,28.0,16.0,1.0,6.0,1.0,0.0,1,0,0.0
0,9,0,0,0,au-poccy.aeueseaoaomceoy.zeekfn.top,0.0,49.0,35.0,2.0,5.0,1.0,0.0,1,0,1.0
1,0,0,0,1,grandbettinggir2.blogspot.com,0.0,36.0,29.0,1.0,5.0,1.0,1.0,0,1,1.0
1,0,0,0,1,opteckm.my-free.website,0.0,31.0,23.0,2.0,5.0,1.0,0.0,1,1,1.0
0,293,0,0,1,easternchristian.org,0.0,32.0,20.0,1.0,6.0,1.0,0.0,1,1,0.0
0,119,0,0,1,deliciaindy.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,0,1,0.0
0,78,0,0,1,mamasteddybear.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
0,8,0,0,1,doxycycline0i0.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,1,0,0.0
1,179,0,0,1,iebmedia.com,0.0,24.0,12.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,inbit.de,0.0,20.0,8.0,1.0,6.0,1.0,0.0,1,0,0.0
0,270,0,0,1,formbuddy.com,0.0,68.0,13.0,2.0,5.0,1.0,0.0,1,1,1.0
1,0,0,0,1,au-pocy.aceseoraom.spcouc.top,0.0,43.0,29.0,2.0,5.0,1.0,0.0,1,1,1.0
1,29,0,0,1,movimientoeko.com,0.0,29.0,17.0,1.0,6.0,1.0,0.0,0,1,0.0
1,301,0,2,1,sites.google.com,0.0,52.0,16.0,1.0,6.0,1.0,0.0,0,1,1.0
0,268,0,0,1,tupperware.com.cn,0.0,29.0,17.0,1.0,6.0,1.0,0.0,0,1,0.0
1,0,0,0,1,623112j4j3.codesandbox.io,0.0,39.0,25.0,1.0,5.0,1.0,0.0,1,1,1.0
0,165,0,0,1,educationtrainingsolutions.com,0.0,42.0,30.0,1.0,6.0,1.0,0.0,1,0,0.0
0,88,0,0,1,pxi.actionspineandjoint.com,0.0,62.0,27.0,2.0,5.0,1.0,1.0,1,0,1.0
0,0,0,0,1,actualiza-banruralgt.com,0.0,32.0,24.0,2.0,5.0,1.0,1.0,1,0,1.0
0,234,0,0,1,spectometre.newimagefitness.net,0.0,100.0,31.0,1.0,5.0,1.0,0.0,1,0,1.0
0,259,0,20,1,riverthamescruises.co.uk,0.0,36.0,24.0,1.0,6.0,1.0,0.0,0,1,0.0
1,9,0,0,0,au-pacccy.aeeauacoaocmeoy.nwgjza.top,0.0,50.0,36.0,2.0,5.0,1.0,0.0,1,1,1.0
1,151,0,0,1,ht.ly,0.0,24.0,5.0,1.0,5.0,1.0,0.0,0,1,1.0
1,45,0,0,1,assertid.com,0.0,24.0,12.0,1.0,6.0,1.0,0.0,1,0,0.0
1,7,0,0,1,bellabbodycare.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
0,9,0,0,1,vivcsiciavcai.visvsai.zobca6.icu,0.0,43.0,32.0,1.0,5.0,1.0,0.0,1,1,1.0
0,95,0,0,1,itxuye.com,0.0,19.0,10.0,1.0,6.0,1.0,0.0,1,0,1.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
1,27,0,0,1,rocktellz.com,0.0,25.0,13.0,1.0,6.0,1.0,0.0,0,1,0.0
0,118,0,0,1,devbean.net,0.0,23.0,11.0,1.0,6.0,1.0,0.0,0,1,0.0
0,285,0,0,1,teenchallenge.net,0.0,29.0,17.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,homespottersf.com,0.0,44.0,17.0,1.0,5.0,1.0,0.0,1,0,1.0
0,12,0,0,1,news.currentbyge.com,0.0,32.0,20.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,arts-sceniques.be,0.0,29.0,17.0,2.0,6.0,1.0,0.0,1,0,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,0,0,0,1,sospesonelverde.it,0.0,37.0,18.0,1.0,5.0,1.0,0.0,1,1,1.0
0,0,0,0,1,ekl-net.com-asocesnea.xfbwpj.top,0.0,43.0,32.0,1.0,5.0,1.0,1.0,1,1,1.0
0,287,0,0,1,p076.ezboard.com,0.0,28.0,16.0,1.0,6.0,1.0,0.0,1,0,0.0
1,0,0,0,1,bulletproofwriters.com,0.0,34.0,22.0,1.0,6.0,1.0,0.0,1,1,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,312,0,0,1,dc.fd.org,0.0,21.0,9.0,1.0,6.0,1.0,0.0,1,0,0.0
0,173,0,0,0,bit.ly,0.0,22.0,6.0,1.0,6.0,1.0,1.0,0,1,1.0
0,11,0,0,1,au-payccey.aseaaoaeoy.pfar.top,0.0,44.0,30.0,2.0,5.0,1.0,0.0,1,0,1.0
0,5,0,0,1,tradefactsltd.co.uk,0.0,65.0,19.0,1.0,6.0,1.0,0.0,1,0,1.0
0,60,0,0,1,bcpzonasegurasbeta-vlabcp.dns-cloud.net,0.0,62.0,39.0,1.0,5.0,1.0,0.0,1,1,1.0
0,9,0,0,1,vivceviacsvaisi.visvsai.q4nb0o.icu,0.0,45.0,34.0,1.0,5.0,1.0,0.0,1,1,1.0
0,91,0,0,1,5bn0j.app.link,0.0,33.0,14.0,1.0,6.0,1.0,0.0,1,1,1.0
0,194,0,0,1,leaddogweb.com,0.0,45.0,14.0,1.0,5.0,1.0,0.0,1,0,1.0
1,60,0,0,1,billionaire365.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
0,239,0,0,1,wasdarwinwrong.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
0,158,0,0,1,secureupdate.appleld.com.duilawyeryork.com,0.0,100.0,42.0,1.0,5.0,1.0,0.0,1,0,1.0
0,289,0,0,1,proxima-net.com,0.0,35.0,15.0,2.0,5.0,1.0,1.0,1,1,1.0
1,16,0,0,1,sentback.org,0.0,24.0,12.0,1.0,6.0,1.0,0.0,0,1,0.0
0,256,0,0,1,archives.subscribermail.com,0.0,75.0,27.0,1.0,5.0,1.0,0.0,1,1,1.0
0,178,0,0,1,stolizaparketa.ru,1.0,100.0,17.0,2.0,5.0,1.0,0.0,1,1,1.0
0,172,0,0,1,mcsc-net.org,0.0,24.0,12.0,2.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,0,app66560000.blogspot.com,0.0,32.0,24.0,1.0,5.0,1.0,1.0,0,1,1.0
0,97,0,0,1,instasky.com,0.0,24.0,12.0,1.0,6.0,1.0,0.0,1,0,0.0
1,121,0,0,1,myriversidehome.com,0.0,31.0,19.0,1.0,6.0,1.0,0.0,0,1,0.0
0,3,0,0,1,paxful.com.transfer.boubit.com,0.0,42.0,30.0,1.0,5.0,1.0,1.0,1,1,1.0
1,29,0,0,1,catholichomeschoolconference.com,0.0,44.0,32.0,1.0,6.0,1.0,0.0,0,1,0.0
0,201,0,0,1,antz.co.in,0.0,39.0,10.0,1.0,5.0,1.0,0.0,1,0,1.0
0,0,0,0,1,gggl.hqu.edu.cn,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,0,0.0
1,0,0,0,1,betasuslinkgir.blogspot.com,0.0,34.0,27.0,1.0,5.0,1.0,1.0,0,1,1.0
1,218,0,20,1,topfoodseafood.com,0.0,67.0,18.0,1.0,5.0,1.0,0.0,0,1,1.0
1,57,0,3,1,cutt.ly,0.0,23.0,7.0,1.0,6.0,1.0,0.0,0,1,1.0
0,0,0,20,1,beton.com.mk,0.0,24.0,12.0,1.0,6.0,1.0,0.0,0,1,0.0
0,197,0,0,1,syracuseheartwalk.org,0.0,33.0,21.0,1.0,6.0,1.0,0.0,1,0,0.0
0,89,0,20,1,crudeoiljackpotcall.com,0.0,35.0,23.0,1.0,6.0,1.0,0.0,0,1,0.0
0,263,0,0,1,stoevchen.com,0.0,25.0,13.0,1.0,6.0,1.0,0.0,0,1,0.0
0,111,0,0,1,scimarec.net,0.0,56.0,12.0,2.0,5.0,1.0,0.0,1,0,1.0
0,4,0,0,1,deviceinn.com,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,1,0.0
1,301,0,2,1,drive.google.com,0.0,82.0,16.0,1.0,6.0,1.0,0.0,0,1,1.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,60,0,0,1,theloveonherproject.org,0.0,45.0,23.0,1.0,5.0,1.0,0.0,0,1,1.0
0,11,0,0,1,au-payccny.aauaeaameoy.fwudv.top,0.0,46.0,32.0,2.0,5.0,1.0,0.0,1,0,1.0
0,286,0,0,1,ebelediye.uskudar-bld.gov.tr,0.0,40.0,28.0,2.0,6.0,1.0,0.0,1,0,0.0
0,260,0,0,1,coxcoxx.webcindario.com,0.0,100.0,23.0,1.0,6.0,1.0,0.0,0,1,1.0
0,159,0,11,1,ifnyoil.com,0.0,23.0,11.0,1.0,6.0,1.0,0.0,0,1,0.0
0,11,0,0,1,eki-net.con-aesccoseeaas.ujtv.top,0.0,44.0,33.0,1.0,5.0,1.0,1.0,1,1,1.0
0,264,0,0,1,aviarygroup.ca,0.0,26.0,14.0,1.0,6.0,1.0,0.0,0,1,0.0
0,138,0,0,1,ulinks.fr,0.0,26.0,9.0,1.0,5.0,1.0,0.0,1,1,1.0
0,9,0,0,1,ekl-net.com-asccesneaas.ywqcdn.top,0.0,45.0,34.0,1.0,5.0,1.0,1.0,1,1,1.0
1,6,0,0,1,mybankicbc.com,0.0,39.0,14.0,1.0,5.0,1.0,0.0,1,1,1.0
1,87,1,4,1,leftymovie.com,0.0,26.0,14.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,watchandwhirl.com,0.0,29.0,17.0,1.0,6.0,1.0,0.0,1,0,0.0
0,236,0,0,1,halfmoon.mus.ny.us,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
0,92,0,20,1,bollywoodlocha.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
1,3,0,0,1,unlocktheonlineworld.com,0.0,36.0,24.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,secretive-invention.surge.sh,0.0,49.0,28.0,2.0,6.0,1.0,0.0,0,1,1.0
0,0,0,0,1,owavoice.hi-riserofing.com,0.0,34.0,26.0,2.0,5.0,1.0,0.0,1,0,1.0
0,11,0,0,1,au-payccny.aseaaoaeoy.pfar.top,0.0,44.0,30.0,2.0,5.0,1.0,0.0,1,0,1.0
0,0,0,0,1,uckac.edu,0.0,21.0,9.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,japanese.english-dictionary.help,0.0,44.0,32.0,2.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,sanjoaquinvalleybrewfest.com,1.0,100.0,28.0,2.0,5.0,1.0,1.0,1,0,1.0
0,256,0,0,0,98.126.214.77,1.0,100.0,13.0,1.0,5.0,1.0,0.0,1,0,1.0
0,171,0,0,1,appvee.com,0.0,22.0,10.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,paypal-support-help-inc.blogspot.com,0.0,49.0,36.0,1.0,6.0,1.0,1.0,0,1,1.0
0,152,0,0,1,crash.vietj.cloudbees.net,0.0,37.0,25.0,1.0,6.0,1.0,0.0,1,0,0.0
1,0,0,0,1,star888.gr,0.0,22.0,10.0,1.0,6.0,1.0,0.0,0,1,0.0
1,102,0,1,1,courgeon-immobilier.fr,0.0,100.0,22.0,1.0,5.0,1.0,0.0,0,1,1.0
1,96,0,0,1,25sotok.ru,0.0,26.0,10.0,1.0,5.0,1.0,0.0,0,1,1.0
0,260,0,0,1,app-ita-u-sicro.webcindario.com,0.0,100.0,31.0,1.0,5.0,1.0,0.0,0,1,1.0
1,0,0,0,0,au-poccay.aueseacaomceoy.qriyir.top,0.0,49.0,35.0,2.0,5.0,1.0,0.0,1,1,1.0
0,0,0,0,1,awakendemons.com,0.0,28.0,16.0,1.0,6.0,1.0,0.0,1,0,0.0
0,207,0,0,1,jikatel.com,0.0,27.0,11.0,1.0,6.0,1.0,0.0,1,1,1.0
1,0,0,0,1,iugr.edu.ar,0.0,23.0,11.0,1.0,6.0,1.0,0.0,1,0,0.0
1,209,0,0,1,wornjournal.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,0,1,0.0
0,43,0,0,1,printyourparty.com,0.0,100.0,18.0,2.0,5.0,1.0,0.0,1,1,1.0
0,179,0,0,1,handle.booktobi.com,0.0,42.0,19.0,1.0,5.0,1.0,0.0,1,1,1.0
0,216,0,0,1,shadetreetechnology.com,0.0,77.0,23.0,1.0,5.0,1.0,0.0,0,1,1.0
1,148,0,0,1,bazz1.com,0.0,21.0,9.0,1.0,6.0,1.0,0.0,0,1,0.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,232,0,0,1,dpu.tigerpepband.org,0.0,32.0,20.0,1.0,6.0,1.0,0.0,1,0,0.0
0,132,0,0,1,storestiem.gixx.ru,0.0,26.0,18.0,1.0,5.0,1.0,0.0,1,0,1.0
0,0,0,0,1,www7.bpe.es.osaka-u.ac.jp,0.0,37.0,25.0,2.0,6.0,1.0,0.0,1,0,0.0
0,20,1,0,1,firefoo.app,0.0,23.0,11.0,1.0,6.0,1.0,0.0,1,1,0.0
0,0,0,0,1,mfmazetomatrix.com,0.0,60.0,18.0,2.0,5.0,1.0,1.0,1,0,1.0
0,275,0,0,1,web.bi.no,0.0,21.0,9.0,1.0,6.0,1.0,0.0,1,0,0.0
1,114,0,0,1,nourishedpeach.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
0,77,0,9,1,modus-aedificandi.fr,0.0,32.0,20.0,2.0,6.0,1.0,0.0,0,1,0.0
0,158,0,0,1,support-appleld.com.secureupdate.duilawyeryork.com,0.0,100.0,50.0,2.0,5.0,1.0,0.0,1,0,1.0
0,163,0,0,1,jjscdc.cn,0.0,38.0,9.0,1.0,5.0,1.0,0.0,1,1,1.0
1,84,0,0,1,equalchances.org,0.0,36.0,16.0,1.0,5.0,1.0,0.0,1,1,1.0
0,42,0,0,1,acsbap.com,0.0,58.0,10.0,1.0,6.0,1.0,0.0,1,0,1.0
0,253,0,0,1,netministry.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,0,1,0.0
0,158,0,0,1,support-appleld.com.secureupdate.duilawyeryork.com,0.0,100.0,50.0,2.0,6.0,1.0,0.0,1,0,1.0
1,0,0,0,1,storyworks1.com,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,0,0.0
0,9,0,0,1,eki-net.con-aescceeeeaas.acggmc.top,0.0,46.0,35.0,1.0,5.0,1.0,1.0,1,1,1.0
0,127,0,0,1,thebluesfoundation.co.uk,0.0,36.0,24.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,30kprize.uiuc.edu,0.0,29.0,17.0,1.0,6.0,1.0,0.0,1,0,0.0
0,170,0,0,1,emilycd.com,0.0,23.0,11.0,1.0,6.0,1.0,0.0,1,0,0.0
1,117,0,0,1,cineolighting.com,0.0,29.0,17.0,1.0,6.0,1.0,0.0,0,1,0.0
0,275,0,0,1,thirstyearfestival.com,0.0,34.0,22.0,1.0,6.0,1.0,0.0,1,0,0.0
0,49,0,1,1,nounouofficial.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
0,125,0,4,1,zeealwan.com,0.0,24.0,12.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,everythingwakeboard.com,0.0,44.0,23.0,1.0,5.0,1.0,0.0,1,0,1.0
0,0,0,0,1,healthspiritualityfitness.com,0.0,41.0,29.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,edu-canet2.web.app,0.0,27.0,18.0,2.0,6.0,1.0,0.0,1,1,1.0
1,175,0,0,1,petergreen.ru,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,1,0.0
0,103,0,0,1,beta.kenaidanceta.com,0.0,51.0,21.0,1.0,5.0,1.0,0.0,1,1,1.0
0,0,0,0,1,did4all.com.au,0.0,26.0,14.0,1.0,6.0,1.0,0.0,1,1,0.0
1,301,0,2,1,storage.cloud.google.com,1.0,79.0,24.0,1.0,6.0,1.0,1.0,0,1,1.0
0,0,0,0,0,au-poay.aceueraom.yvfoys.top,0.0,42.0,28.0,2.0,5.0,1.0,0.0,1,0,1.0
0,271,0,0,0,orientemiedo.files.wordpress.com,0.0,44.0,32.0,1.0,6.0,1.0,0.0,1,0,0.0
0,11,0,0,1,au-payaccy.accaomaoy.pnes.top,0.0,43.0,29.0,2.0,5.0,1.0,0.0,1,0,1.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
0,31,0,0,1,storageapi.fleek.co,0.0,27.0,19.0,1.0,6.0,1.0,0.0,1,1,1.0
1,0,0,0,1,betasusgirisburasi5.blogspot.com,0.0,39.0,32.0,1.0,5.0,1.0,1.0,0,1,1.0
1,269,0,0,1,jdih.sambas.go.id,0.0,47.0,17.0,2.0,5.0,1.0,0.0,1,1,1.0
0,187,0,0,1,mobread.com,0.0,23.0,11.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,0,1,centromusicalpaternense.es,0.0,55.0,26.0,2.0,6.0,1.0,0.0,1,1,1.0
0,0,0,0,1,modernguy.net,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,180,0,0,1,petstrollers.cc,0.0,27.0,15.0,1.0,6.0,1.0,0.0,1,0,0.0
0,53,0,0,1,test.bayoucitybadges.org,0.0,44.0,24.0,1.0,6.0,1.0,0.0,1,0,1.0
0,0,0,0,1,campsiestudio.com,0.0,68.0,17.0,1.0,5.0,1.0,0.0,1,0,1.0
0,275,0,0,1,vrtx.uio.no,0.0,23.0,11.0,1.0,6.0,1.0,0.0,0,1,0.0
1,0,0,0,1,erklaerbauer.de,0.0,27.0,15.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,0,au-poaay.aeucoaom.xybvbs.top,0.0,42.0,28.0,2.0,5.0,1.0,0.0,1,0,1.0
0,216,0,0,1,shadetreetechnology.com,0.0,77.0,23.0,1.0,5.0,1.0,0.0,0,1,1.0
0,203,0,0,1,mail.lwpr.com.cn,0.0,34.0,16.0,1.0,5.0,1.0,0.0,1,1,1.0
0,223,0,3,1,optit.com,0.0,21.0,9.0,1.0,6.0,1.0,1.0,0,1,0.0
1,240,0,0,1,phaseassociate.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
0,183,0,0,1,ripleeforensicpsych.umwblogs.org,0.0,44.0,32.0,1.0,6.0,1.0,0.0,1,0,0.0
0,11,0,0,1,eki-net.con-aescceeeeaas.mump.top,0.0,44.0,33.0,1.0,5.0,1.0,1.0,1,1,1.0
1,48,0,0,1,varietyofdecor.com,0.0,30.0,18.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,au-paaccy.aeeucaoaomceoy.etywhz.top,0.0,49.0,35.0,2.0,5.0,1.0,0.0,1,0,1.0
0,0,0,1,1,cli.re,0.0,21.0,6.0,1.0,6.0,1.0,0.0,0,1,1.0
0,43,0,0,1,yovcxm.com,0.0,62.0,10.0,1.0,5.0,1.0,0.0,1,0,1.0
0,9,0,0,0,au-poacay.aueccaaomceoy.urbicr.top,0.0,48.0,34.0,2.0,5.0,1.0,0.0,1,0,1.0
0,55,0,0,1,legaltechnologist.co.uk,0.0,35.0,23.0,1.0,6.0,1.0,1.0,0,1,0.0
0,0,0,20,1,ausnathealth.com.au,0.0,31.0,19.0,1.0,6.0,1.0,0.0,0,1,0.0
0,268,0,0,1,chat-whatsap.x24hr.com,0.0,39.0,22.0,2.0,5.0,1.0,0.0,1,1,1.0
1,0,0,0,1,mnhardy.umn.edu,0.0,27.0,15.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,paasmaker.org,0.0,25.0,13.0,1.0,6.0,1.0,0.0,1,0,0.0
0,309,0,0,1,creativefoam.com,0.0,28.0,16.0,1.0,6.0,1.0,0.0,1,0,0.0
0,239,0,0,1,3jjj.com,0.0,20.0,8.0,1.0,6.0,1.0,0.0,1,0,0.0
0,0,0,16,1,heimat-blog.at,0.0,26.0,14.0,2.0,6.0,1.0,0.0,1,1,0.0
0,421,0,0,0,sgi.gene.com.gene.com,0.0,33.0,21.0,1.0,6.0,1.0,0.0,1,0,0.0
0,275,0,20,1,consorziocostasmeralda.com,0.0,38.0,26.0,1.0,6.0,1.0,0.0,0,1,0.0
0,0,0,0,1,marsbahis272.com,0.0,74.0,16.0,1.0,6.0,1.0,0.0,1,0,1.0
0,273,1,0,1,kameli.net,0.0,22.0,10.0,1.0,6.0,1.0,0.0,1,0,0.0
0,265,0,0,1,vconlakte.hop.ru,0.0,23.0,16.0,1.0,5.0,1.0,0.0,1,1,1.0
0,244,0,0,1,maybelline.pt,0.0,25.0,13.0,1.0,6.0,1.0,0.0,0,1,0.0
